text,label
"If the audit or inspection reveals that the underpayment is willful, or is for five percent (5%) or more of the total amount owed for the period being inspected, you will also reimburse us for all inspection and audit costs, including reasonable travel, lodging, meals, salaries and other expenses of the inspecting or auditing personne",Audit Rights
The rights and obligations of the Fund and the Investment Adviser hereunder may not be assigned or delegated to any other person without the prior written consent of the Remarketing Agent.,Anti-Assignment
AIRSOPURE                                FRANCHISE AGREEMENT,NONE
Licensor agrees that Duval must achieve and maintain Exempt                   Status on the PGA Tour throughout each Contract Year and must                   participate as a player in a minimum of fifteen (15) official                   PGA Tour events each Contract Year (Minimum Annual Performance                   Requirements).,Minimum Commitment
"If applicable, Vendor will maintain Products/Completed Operations for at least two (2) years following completion of the Work.",Insurance
"The Distributor shall not assign any of its rights, obligations or privileges (by operation of law or otherwise) hereunder without the prior written consent of JRVS.",Anti-Assignment
"Licensee may terminate this Agreement for convenience upon eighteen (18) months' advance written notice to Bioeq; provided, however, that any such termination for convenience shall not become effective prior to twelve (12) months after the First Commercial Sale of the first Licensed Product.",Termination For Convenience
"If the Company truncates the period during which the HOC JV Acceptance Notice is required to be returned by HOC, it shall include in the Joint Venture Proposal Notice a statement certified by an officer of the Company that the Company has determined that it is necessary to truncate such period to avoid losing the opportunity to make such acquisition or other related transaction and that it has used commercially reasonable efforts to avoid truncating such period.",Rofr/Rofo/Rofn
"Customer may terminate this Agreement, or any portion of Services specified herein, for convenience by: providing at least sixty (60) days prior written notice to IBM; and paying the applicable early termination charges specified in Attachment C.",Termination For Convenience
"As additional consideration, the Corporation shall issue to the Agents that number of compensation options (the ""Compensation Options"") equal to 3.5% of the number of Offered Shares sold pursuant to the Offering.",Revenue/Profit Sharing
"As consideration for the rights granted and the services      to be rendered hereunder, the Company hereby grants to Nantz options (the      ""Options""), to purchase shares of the common stock of the Company par value      $.001 per share (the ""Share""), which are exercisable as follows:",Revenue/Profit Sharing
"The provisions of this Agreement, including the license rights provided in this Article III, shall not be terminable or revocable for any reason.",Expiration Date
"In the event  Franchisee or the Principals  wish to accept a bona fide offer from a third party to purchase  all or substantially all of the assets constituting the Franchised  Restaurant or of the majority of the voting stock of the Franchisee,  the proposed  transferor(s) shall  give BKC  written  notice  setting  forth  the name  and  address  of the prospective  purchaser,  the  price  and  terms  of the  offer  together  with a franchisee  application  completed by the prospective  purchaser,  a copy of the Purchase and Sale Agreement,  executed by both the seller and purchaser, and all exhibits,  copies of any real estate purchase agreement or agreements,  proposed security agreements and related promissory notes, assignment documents,  and any other  information  that BKC may request in order to evaluate the offer.",Rofr/Rofo/Rofn
"The term of this Agreement (the ""Term"") shall commence as of April 1, 2018 (the ""Effective Date"") and shall expire upon the later of: (a) the conclusion of the 2022/23 NFL season and (b) the last day in February, 2023 (such expiration date, the ""Scheduled Expiration Date""), unless sooner terminated pursuant to the terms of this Agreement.",Expiration Date
5 Product Registration Certificate (YL-2001major account managementV2.0)(YL-2001大客户管理炑件V2.0) 深 DGY - 2003 - 0105 2003.3.6,NONE
"2.13 CMOs. Notwithstanding anything to the contrary in this Supply Agreement, SutroVax shall have the rights to purchase Available Extracts and Extracts from CMOs (as defined in the License Agreement) to the extent provided in section 3.1 of the License Agreement.",NONE
